invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,price_eur,total
I305280,C173801,Male,57,Cosmetics,3,121.98,Cash,3/1/2023,ISTINYE_PARK,12.2,365.94
I169957,C338937,Male,66,Clothing,2,600.16,Cash,15/04/2022,KANYON,60.02,1200.32
I560369,C187014,Female,34,Clothing,3,900.24,Credit_Card,22/12/2022,MALL_OF_ISTANBUL,90.02,2700.7200000000003
I111924,C147266,Female,50,Souvenir,1,11.73,Cash,3/8/2021,METROCITY,1.17,11.73
I269620,C324777,Female,20,Clothing,3,900.24,Credit_Card,4/12/2021,KANYON,90.02,2700.7200000000003
I221762,C167992,Female,69,Shoes,4,2400.68,Credit_Card,12/9/2022,MALL_OF_ISTANBUL,240.07,9602.72
I322678,C118451,Female,35,Toys,2,71.68,Cash,24/09/2021,CEVAHIR_AVM,7.17,143.36
I333197,C266321,Female,53,Clothing,3,900.24,Cash,13/01/2023,MALL_OF_ISTANBUL,90.02,2700.7200000000003
I293348,C164172,Male,47,Cosmetics,1,40.66,Cash,3/1/2022,METROPOL_AVM,4.07,40.66
I293871,C338996,Male,38,Technology,4,4200,Cash,21/10/2022,KANYON,420.0,16800.0
I172255,C124403,Female,58,Souvenir,2,23.46,Credit_Card,20/04/2021,CEVAHIR_AVM,2.35,46.92
I561440,C324044,Male,22,Cosmetics,3,121.98,Cash,5/12/2021,KANYON,12.2,365.94
I255089,C372789,Female,53,Food & Beverage,1,5.23,Cash,13/04/2022,MALL_OF_ISTANBUL,0.52,5.23
I129165,C254173,Male,30,Souvenir,1,11.73,Debit_Card,8/1/2021,KANYON,1.17,11.73
I316894,C308266,Female,33,Clothing,5,1500.4,Credit_Card,26/10/2022,CEVAHIR_AVM,150.04,7502.0
I272275,C510434,Male,57,Food & Beverage,1,5.23,Credit_Card,22/08/2021,CEVAHIR_AVM,0.52,5.23
I338413,C253321,Female,69,Cosmetics,4,162.64,Credit_Card,29/01/2023,MALL_OF_ISTANBUL,16.26,650.56
I207813,C438223,Male,35,Clothing,5,1500.4,Cash,16/07/2021,EMAAR_SQUARE_MALL,150.04,7502.0
I229143,C101010,Female,46,Shoes,5,3000.85,Credit_Card,29/05/2021,CEVAHIR_AVM,300.09,15004.25
I764086,C939037,Male,30,Clothing,5,1500.4,Debit_Card,5/3/2022,METROPOL_AVM,150.04,7502.0
I364511,C107468,Male,64,Clothing,1,300.08,Credit_Card,31/07/2021,MALL_OF_ISTANBUL,30.01,300.08
I466386,C113291,Male,61,Clothing,1,300.08,Credit_Card,22/12/2022,MALL_OF_ISTANBUL,30.01,300.08
I120507,C249413,Female,51,Souvenir,4,46.92,Credit_Card,31/07/2022,METROPOL_AVM,4.69,187.68
I781466,C279786,Male,44,Cosmetics,3,121.98,Credit_Card,17/08/2022,ISTINYE_PARK,12.2,365.94
I308680,C153947,Male,59,Clothing,1,300.08,Credit_Card,4/9/2021,KANYON,30.01,300.08
I114870,C375130,Male,23,Clothing,2,600.16,Cash,3/5/2022,MALL_OF_ISTANBUL,60.02,1200.32
I153873,C181989,Female,41,Clothing,3,900.24,Cash,7/2/2023,KANYON,90.02,2700.7200000000003
I983506,C524268,Female,18,Food & Beverage,3,15.69,Credit_Card,8/7/2022,METROCITY,1.57,47.07
I187551,C175881,Male,64,Shoes,5,3000.85,Cash,25/04/2022,ZORLU_CENTER,300.09,15004.25
I136282,C349989,Male,53,Souvenir,1,11.73,Credit_Card,8/1/2022,METROCITY,1.17,11.73
I308978,C152943,Female,35,Technology,4,4200,Debit_Card,16/02/2022,MALL_OF_ISTANBUL,420.0,16800.0
I334251,C268448,Male,38,Cosmetics,4,162.64,Cash,3/9/2021,EMAAR_SQUARE_MALL,16.26,650.56
I134634,C161832,Female,48,Books,1,15.15,Debit_Card,27/07/2022,MALL_OF_ISTANBUL,1.52,15.15
I147617,C344555,Female,62,Food & Beverage,2,10.46,Debit_Card,25/08/2022,METROCITY,1.05,20.92
I634297,C347516,Male,43,Clothing,3,900.24,Cash,18/08/2022,METROCITY,90.02,2700.7200000000003
I895988,C220304,Female,67,Clothing,3,900.24,Cash,16/09/2022,KANYON,90.02,2700.7200000000003
I498449,C215632,Female,23,Clothing,3,900.24,Cash,26/06/2022,KANYON,90.02,2700.7200000000003
I100624,C552809,Female,26,Clothing,5,1500.4,Debit_Card,5/3/2021,METROCITY,150.04,7502.0
I652975,C294282,Male,63,Shoes,3,1800.51,Cash,2/3/2021,ZORLU_CENTER,180.05,5401.53
I902002,C308351,Male,33,Books,4,60.6,Credit_Card,10/4/2021,ISTINYE_PARK,6.06,242.4
I188023,C642496,Female,40,Clothing,5,1500.4,Cash,26/11/2021,METROCITY,150.04,7502.0
I824893,C108759,Female,38,Clothing,3,900.24,Credit_Card,4/3/2021,METROCITY,90.02,2700.7200000000003
I218758,C189837,Female,48,Shoes,2,1200.34,Credit_Card,8/3/2021,KANYON,120.03,2400.68
I139249,C482464,Male,46,Clothing,1,300.08,Credit_Card,2/7/2022,MALL_OF_ISTANBUL,30.01,300.08
I307403,C635272,Male,68,Clothing,2,600.16,Credit_Card,15/05/2022,METROCITY,60.02,1200.32
I237485,C202624,Male,52,Food & Beverage,3,15.69,Cash,17/03/2021,METROPOL_AVM,1.57,47.07
I783157,C531653,Female,28,Food & Beverage,3,15.69,Credit_Card,30/12/2021,FORUM_ISTANBUL,1.57,47.07
I895102,C171554,Female,36,Toys,5,179.2,Debit_Card,6/1/2022,KANYON,17.92,896.0
I256388,C226715,Male,54,Cosmetics,2,81.32,Debit_Card,18/11/2022,FORUM_ISTANBUL,8.13,162.64
I913478,C103351,Female,56,Clothing,3,900.24,Credit_Card,17/02/2021,KANYON,90.02,2700.7200000000003
I220126,C992943,Female,32,Food & Beverage,5,26.15,Cash,13/09/2022,FORUM_ISTANBUL,2.62,130.75
I188503,C178396,Female,54,Food & Beverage,1,5.23,Credit_Card,27/04/2021,METROPOL_AVM,0.52,5.23
I806868,C941857,Female,51,Cosmetics,2,81.32,Cash,21/06/2022,FORUM_ISTANBUL,8.13,162.64
I139715,C118484,Male,40,Food & Beverage,5,26.15,Cash,18/02/2022,ISTINYE_PARK,2.62,130.75
I497113,C130150,Female,42,Cosmetics,4,162.64,Debit_Card,19/08/2021,MALL_OF_ISTANBUL,16.26,650.56
I146734,C146599,Male,31,Clothing,1,300.08,Cash,3/3/2022,KANYON,30.01,300.08
I321291,C185507,Female,34,Clothing,5,1500.4,Cash,26/01/2022,KANYON,150.04,7502.0
I127799,C452044,Female,43,Clothing,2,600.16,Credit_Card,1/3/2022,KANYON,60.02,1200.32
I150299,C849018,Male,46,Food & Beverage,2,10.46,Credit_Card,20/08/2021,ZORLU_CENTER,1.05,20.92
I843056,C754663,Male,19,Toys,1,35.84,Cash,31/10/2022,KANYON,3.58,35.84
I242703,C859050,Male,53,Technology,1,1050,Cash,7/2/2021,ISTINYE_PARK,105.0,1050.0
I150814,C143811,Female,61,Cosmetics,2,81.32,Debit_Card,8/2/2021,KANYON,8.13,162.64
I122458,C150475,Female,35,Clothing,4,1200.32,Cash,13/01/2021,METROPOL_AVM,120.03,4801.28
I169196,C300570,Female,68,Clothing,5,1500.4,Credit_Card,11/2/2021,METROPOL_AVM,150.04,7502.0
I231071,C125746,Female,37,Clothing,4,1200.32,Credit_Card,26/08/2022,ZORLU_CENTER,120.03,4801.28
I259321,C322133,Male,25,Clothing,5,1500.4,Debit_Card,15/02/2022,KANYON,150.04,7502.0
I305742,C121037,Female,57,Food & Beverage,2,10.46,Credit_Card,8/7/2021,METROPOL_AVM,1.05,20.92
I196977,C107282,Male,32,Clothing,1,300.08,Debit_Card,22/08/2022,METROCITY,30.01,300.08
I215646,C333123,Male,51,Clothing,1,300.08,Credit_Card,31/05/2022,ZORLU_CENTER,30.01,300.08
I279837,C285537,Male,52,Cosmetics,5,203.3,Debit_Card,1/12/2022,CEVAHIR_AVM,20.33,1016.5
I132517,C103421,Female,45,Clothing,2,600.16,Debit_Card,24/12/2022,KANYON,60.02,1200.32
I877180,C124313,Female,44,Food & Beverage,1,5.23,Debit_Card,15/01/2023,FORUM_ISTANBUL,0.52,5.23
I283656,C192491,Female,55,Shoes,5,3000.85,Cash,28/11/2022,METROPOL_AVM,300.09,15004.25
I279972,C679895,Male,52,Toys,2,71.68,Credit_Card,25/02/2022,MALL_OF_ISTANBUL,7.17,143.36
I312931,C265633,Female,49,Clothing,4,1200.32,Cash,20/12/2021,KANYON,120.03,4801.28
I156818,C396534,Female,27,Food & Beverage,3,15.69,Credit_Card,24/09/2021,MALL_OF_ISTANBUL,1.57,47.07
I297528,C469779,Female,66,Shoes,5,3000.85,Credit_Card,9/10/2022,ISTINYE_PARK,300.09,15004.25
I186865,C220715,Male,56,Toys,5,179.2,Cash,23/01/2022,KANYON,17.92,896.0
I132084,C212089,Female,35,Food & Beverage,5,26.15,Credit_Card,18/05/2021,KANYON,2.62,130.75
I246065,C119839,Male,20,Clothing,5,1500.4,Cash,8/3/2021,KANYON,150.04,7502.0
I217024,C308807,Female,28,Clothing,3,900.24,Debit_Card,27/05/2022,KANYON,90.02,2700.7200000000003
I238674,C107341,Female,45,Toys,3,107.52,Cash,2/11/2021,MALL_OF_ISTANBUL,10.75,322.56
I229448,C317811,Female,19,Food & Beverage,2,10.46,Cash,27/02/2021,ISTINYE_PARK,1.05,20.92
I313780,C533028,Female,47,Technology,1,1050,Cash,4/11/2022,ZORLU_CENTER,105.0,1050.0
I789400,C173226,Female,41,Toys,2,71.68,Credit_Card,21/11/2022,MALL_OF_ISTANBUL,7.17,143.36
I796191,C718960,Female,26,Toys,3,107.52,Credit_Card,4/1/2021,METROCITY,10.75,322.56
I325824,C311327,Male,34,Food & Beverage,2,10.46,Debit_Card,3/12/2022,METROCITY,1.05,20.92
I107014,C261310,Male,60,Books,5,75.75,Cash,4/1/2023,METROCITY,7.58,378.75
I161748,C196978,Female,36,Souvenir,2,23.46,Credit_Card,8/6/2021,KANYON,2.35,46.92
I192577,C101002,Female,29,Clothing,4,1200.32,Cash,11/1/2021,METROCITY,120.03,4801.28
I230368,C179708,Female,33,Food & Beverage,3,15.69,Credit_Card,18/02/2022,MALL_OF_ISTANBUL,1.57,47.07
I191903,C172134,Female,44,Toys,2,71.68,Credit_Card,17/01/2021,METROCITY,7.17,143.36
I658418,C234589,Male,59,Cosmetics,4,162.64,Debit_Card,22/11/2021,MALL_OF_ISTANBUL,16.26,650.56
I223738,C390715,Male,33,Books,3,45.45,Debit_Card,21/03/2021,ISTINYE_PARK,4.55,136.35000000000002
I248550,C213939,Male,62,Clothing,1,300.08,Cash,3/4/2021,KANYON,30.01,300.08
I215615,C948662,Female,19,Clothing,2,600.16,Credit_Card,15/09/2021,FORUM_ISTANBUL,60.02,1200.32
I308749,C258070,Female,38,Clothing,4,1200.32,Debit_Card,10/2/2023,MALL_OF_ISTANBUL,120.03,4801.28
I243652,C116338,Female,20,Clothing,4,1200.32,Credit_Card,4/9/2022,ZORLU_CENTER,120.03,4801.28
I292441,C267365,Female,62,Souvenir,3,35.19,Cash,31/01/2021,KANYON,3.52,105.57
I227247,C716781,Female,35,Cosmetics,1,40.66,Cash,6/6/2021,KANYON,4.07,40.66
I241232,C122760,Male,48,Clothing,1,300.08,Cash,28/05/2022,EMAAR_SQUARE_MALL,30.01,300.08
I339445,C711723,Female,54,Books,1,15.15,Credit_Card,30/03/2021,METROCITY,1.52,15.15
I243067,C321042,Male,55,Clothing,1,300.08,Debit_Card,10/4/2021,ISTINYE_PARK,30.01,300.08
I165142,C751858,Male,66,Clothing,1,300.08,Credit_Card,8/10/2022,KANYON,30.01,300.08
I222776,C969850,Female,58,Food & Beverage,1,5.23,Credit_Card,2/9/2021,KANYON,0.52,5.23
I743812,C268579,Male,56,Books,1,15.15,Cash,29/03/2021,KANYON,1.52,15.15
I268255,C193101,Female,36,Food & Beverage,5,26.15,Debit_Card,30/01/2023,METROPOL_AVM,2.62,130.75
I197366,C304914,Female,53,Clothing,1,300.08,Cash,28/01/2021,METROPOL_AVM,30.01,300.08
I162055,C132744,Female,67,Shoes,3,1800.51,Cash,19/12/2022,EMAAR_SQUARE_MALL,180.05,5401.53
I637841,C975767,Male,57,Clothing,4,1200.32,Debit_Card,17/05/2022,METROCITY,120.03,4801.28
I338838,C380653,Female,56,Shoes,3,1800.51,Credit_Card,3/9/2021,MALL_OF_ISTANBUL,180.05,5401.53
I114329,C155866,Female,57,Clothing,4,1200.32,Debit_Card,1/3/2022,KANYON,120.03,4801.28
I163110,C186076,Male,43,Shoes,2,1200.34,Credit_Card,23/01/2022,METROCITY,120.03,2400.68
I651629,C132979,Female,50,Shoes,4,2400.68,Cash,14/01/2022,MALL_OF_ISTANBUL,240.07,9602.72
I132549,C723817,Female,48,Technology,3,3150,Credit_Card,2/11/2021,METROPOL_AVM,315.0,9450.0
I329029,C235467,Male,29,Food & Beverage,2,10.46,Cash,28/05/2022,METROCITY,1.05,20.92
I208284,C285270,Female,34,Books,3,45.45,Credit_Card,18/11/2022,METROCITY,4.55,136.35000000000002
I342969,C911381,Female,52,Books,1,15.15,Cash,15/01/2023,EMAAR_SQUARE_MALL,1.52,15.15
I189969,C192738,Male,28,Cosmetics,1,40.66,Debit_Card,30/08/2022,KANYON,4.07,40.66
I189874,C248971,Male,48,Clothing,1,300.08,Cash,9/5/2021,KANYON,30.01,300.08
I671107,C161923,Female,39,Clothing,3,900.24,Credit_Card,21/05/2021,MALL_OF_ISTANBUL,90.02,2700.7200000000003
I796792,C216893,Male,62,Souvenir,1,11.73,Cash,13/01/2022,CEVAHIR_AVM,1.17,11.73
I847107,C207619,Female,63,Technology,2,2100,Cash,18/03/2022,CEVAHIR_AVM,210.0,4200.0
I326876,C315150,Female,68,Toys,2,71.68,Credit_Card,18/07/2021,METROCITY,7.17,143.36
I166932,C151703,Female,44,Clothing,3,900.24,Credit_Card,19/02/2022,MALL_OF_ISTANBUL,90.02,2700.7200000000003
I189876,C131494,Female,22,Shoes,4,2400.68,Cash,24/09/2021,MALL_OF_ISTANBUL,240.07,9602.72
I189207,C326310,Female,55,Cosmetics,2,81.32,Cash,14/11/2021,METROCITY,8.13,162.64
I327702,C915998,Male,47,Food & Beverage,3,15.69,Credit_Card,18/06/2022,MALL_OF_ISTANBUL,1.57,47.07
I134105,C216624,Female,32,Clothing,2,600.16,Credit_Card,3/2/2021,MALL_OF_ISTANBUL,60.02,1200.32
I107193,C186879,Male,66,Technology,1,1050,Credit_Card,2/6/2022,CEVAHIR_AVM,105.0,1050.0
I275586,C191997,Male,53,Cosmetics,2,81.32,Credit_Card,13/02/2022,EMAAR_SQUARE_MALL,8.13,162.64
I248252,C282480,Female,46,Toys,1,35.84,Credit_Card,30/11/2021,FORUM_ISTANBUL,3.58,35.84
I613863,C188946,Male,66,Clothing,5,1500.4,Cash,23/06/2022,METROCITY,150.04,7502.0
I335576,C274174,Female,51,Shoes,1,600.17,Debit_Card,25/05/2021,CEVAHIR_AVM,60.02,600.17
I905301,C489489,Female,49,Clothing,5,1500.4,Cash,12/7/2021,MALL_OF_ISTANBUL,150.04,7502.0
I742241,C334622,Female,68,Cosmetics,3,121.98,Credit_Card,4/1/2023,METROCITY,12.2,365.94
I146132,C196085,Female,59,Clothing,1,300.08,Credit_Card,10/10/2021,METROPOL_AVM,30.01,300.08
I282522,C556416,Male,67,Technology,5,5250,Debit_Card,9/7/2022,MALL_OF_ISTANBUL,525.0,26250.0
I932677,C117512,Male,24,Food & Beverage,3,15.69,Debit_Card,5/4/2022,ISTINYE_PARK,1.57,47.07
I963688,C126696,Male,44,Cosmetics,4,162.64,Cash,6/7/2022,ISTINYE_PARK,16.26,650.56
I233602,C166254,Female,67,Food & Beverage,3,15.69,Cash,7/9/2021,KANYON,1.57,47.07
I120014,C217155,Female,42,Clothing,1,300.08,Cash,10/12/2021,CEVAHIR_AVM,30.01,300.08
I109206,C133263,Male,67,Clothing,4,1200.32,Debit_Card,19/10/2022,METROCITY,120.03,4801.28
I894741,C161988,Female,42,Clothing,2,600.16,Cash,3/2/2023,VIAPORT_OUTLET,60.02,1200.32
I741579,C273274,Male,55,Toys,5,179.2,Cash,7/12/2021,ISTINYE_PARK,17.92,896.0
I168408,C153642,Female,35,Souvenir,2,23.46,Cash,5/5/2021,MALL_OF_ISTANBUL,2.35,46.92
I247820,C255726,Female,18,Technology,4,4200,Credit_Card,7/4/2021,METROPOL_AVM,420.0,16800.0
I194040,C133170,Male,60,Clothing,2,600.16,Credit_Card,6/1/2021,METROCITY,60.02,1200.32
I191217,C952208,Male,45,Clothing,4,1200.32,Credit_Card,10/4/2022,ZORLU_CENTER,120.03,4801.28
I106000,C259021,Male,69,Cosmetics,2,81.32,Cash,7/8/2022,MALL_OF_ISTANBUL,8.13,162.64
I252971,C135099,Female,39,Technology,4,4200,Debit_Card,3/3/2022,FORUM_ISTANBUL,420.0,16800.0
I150800,C259721,Female,49,Food & Beverage,3,15.69,Credit_Card,9/12/2021,ZORLU_CENTER,1.57,47.07
I512569,C240971,Male,32,Toys,2,71.68,Cash,17/07/2022,KANYON,7.17,143.36
I355988,C218621,Female,50,Shoes,3,1800.51,Credit_Card,12/8/2021,MALL_OF_ISTANBUL,180.05,5401.53
I144430,C179738,Female,50,Books,4,60.6,Debit_Card,28/08/2022,KANYON,6.06,242.4
I282914,C107117,Female,31,Clothing,2,600.16,Cash,21/04/2022,METROPOL_AVM,60.02,1200.32
I358611,C182422,Female,18,Clothing,3,900.24,Credit_Card,25/09/2022,ZORLU_CENTER,90.02,2700.7200000000003
I462181,C256707,Female,63,Clothing,4,1200.32,Credit_Card,19/05/2022,METROCITY,120.03,4801.28
I950668,C214063,Female,54,Cosmetics,3,121.98,Credit_Card,25/07/2021,EMAAR_SQUARE_MALL,12.2,365.94
I447648,C319405,Male,60,Clothing,1,300.08,Cash,19/06/2022,KANYON,30.01,300.08
I267580,C265737,Female,26,Clothing,2,600.16,Cash,11/7/2021,MALL_OF_ISTANBUL,60.02,1200.32
I205117,C777246,Female,66,Clothing,4,1200.32,Credit_Card,13/04/2022,KANYON,120.03,4801.28
I274986,C661785,Female,47,Clothing,4,1200.32,Debit_Card,3/11/2022,ISTINYE_PARK,120.03,4801.28
I305189,C300800,Female,51,Food & Beverage,3,15.69,Cash,29/05/2022,METROCITY,1.57,47.07
I283348,C239284,Male,45,Shoes,4,2400.68,Cash,6/10/2021,FORUM_ISTANBUL,240.07,9602.72
I123463,C304399,Male,64,Toys,3,107.52,Cash,11/5/2021,METROPOL_AVM,10.75,322.56
I116313,C205691,Male,42,Clothing,2,600.16,Debit_Card,9/5/2022,METROCITY,60.02,1200.32
I570427,C290744,Female,47,Souvenir,2,23.46,Debit_Card,4/6/2021,KANYON,2.35,46.92
I206569,C147661,Male,46,Food & Beverage,3,15.69,Cash,13/05/2022,METROCITY,1.57,47.07
I347809,C445456,Female,62,Technology,3,3150,Cash,7/2/2021,METROCITY,315.0,9450.0
I162988,C386269,Female,26,Clothing,1,300.08,Credit_Card,30/12/2021,ISTINYE_PARK,30.01,300.08
I265348,C150602,Male,23,Cosmetics,3,121.98,Cash,8/4/2021,FORUM_ISTANBUL,12.2,365.94
I187113,C203413,Female,63,Clothing,4,1200.32,Credit_Card,6/1/2023,MALL_OF_ISTANBUL,120.03,4801.28
I296990,C121107,Male,61,Cosmetics,1,40.66,Cash,22/05/2022,MALL_OF_ISTANBUL,4.07,40.66
I621252,C215057,Male,39,Shoes,3,1800.51,Debit_Card,16/12/2022,KANYON,180.05,5401.53
I336979,C823883,Female,68,Food & Beverage,2,10.46,Credit_Card,5/1/2022,METROPOL_AVM,1.05,20.92
I578299,C129099,Female,56,Clothing,4,1200.32,Credit_Card,20/09/2021,CEVAHIR_AVM,120.03,4801.28
I134178,C191678,Female,42,Souvenir,5,58.65,Debit_Card,7/3/2022,KANYON,5.87,293.25
I288889,C287645,Female,23,Toys,5,179.2,Cash,21/02/2022,MALL_OF_ISTANBUL,17.92,896.0
I339393,C129832,Male,45,Cosmetics,2,81.32,Cash,15/12/2021,VIAPORT_OUTLET,8.13,162.64
I173630,C641380,Female,31,Cosmetics,2,81.32,Credit_Card,18/02/2023,MALL_OF_ISTANBUL,8.13,162.64
I422462,C960039,Female,51,Cosmetics,5,203.3,Credit_Card,30/12/2021,METROPOL_AVM,20.33,1016.5
I198634,C199010,Female,20,Cosmetics,1,40.66,Cash,6/4/2021,METROCITY,4.07,40.66
I226057,C277255,Male,30,Shoes,4,2400.68,Cash,27/12/2022,MALL_OF_ISTANBUL,240.07,9602.72
I309117,C700884,Female,53,Shoes,1,600.17,Credit_Card,3/8/2021,MALL_OF_ISTANBUL,60.02,600.17
I216630,C292805,Male,53,Souvenir,5,58.65,Credit_Card,21/12/2021,MALL_OF_ISTANBUL,5.87,293.25
I134232,C191928,Female,21,Clothing,1,300.08,Credit_Card,17/03/2022,CEVAHIR_AVM,30.01,300.08
I949921,C238676,Female,66,Shoes,4,2400.68,Debit_Card,10/5/2022,METROCITY,240.07,9602.72
I123269,C123725,Female,41,Cosmetics,1,40.66,Cash,12/12/2022,METROPOL_AVM,4.07,40.66
I331540,C158310,Male,67,Clothing,3,900.24,Credit_Card,8/12/2022,METROPOL_AVM,90.02,2700.7200000000003
I537203,C483700,Male,45,Souvenir,4,46.92,Cash,24/07/2022,ISTINYE_PARK,4.69,187.68
I173818,C232675,Male,67,Toys,3,107.52,Cash,24/09/2022,METROCITY,10.75,322.56
I322235,C280976,Female,50,Souvenir,4,46.92,Credit_Card,1/5/2022,METROPOL_AVM,4.69,187.68
I173681,C301101,Male,20,Clothing,1,300.08,Debit_Card,12/1/2022,FORUM_ISTANBUL,30.01,300.08
I287901,C309962,Female,23,Technology,5,5250,Credit_Card,28/07/2021,METROCITY,525.0,26250.0
I381859,C309437,Female,45,Cosmetics,3,121.98,Credit_Card,27/01/2023,KANYON,12.2,365.94
I255360,C292372,Male,18,Toys,5,179.2,Debit_Card,16/11/2022,ISTINYE_PARK,17.92,896.0
I155584,C159680,Female,26,Cosmetics,5,203.3,Debit_Card,19/05/2021,MALL_OF_ISTANBUL,20.33,1016.5
I485435,C104903,Female,69,Toys,5,179.2,Credit_Card,6/11/2022,MALL_OF_ISTANBUL,17.92,896.0
I155815,C221900,Female,57,Toys,1,35.84,Cash,20/12/2021,CEVAHIR_AVM,3.58,35.84
I194163,C314037,Male,37,Toys,2,71.68,Credit_Card,8/3/2022,KANYON,7.17,143.36
I151866,C212349,Female,26,Clothing,4,1200.32,Debit_Card,22/01/2023,KANYON,120.03,4801.28
I274536,C666454,Male,53,Technology,5,5250,Credit_Card,3/11/2022,MALL_OF_ISTANBUL,525.0,26250.0
I499430,C258786,Female,19,Food & Beverage,5,26.15,Credit_Card,29/08/2021,KANYON,2.62,130.75
I594831,C132326,Female,69,Cosmetics,4,162.64,Credit_Card,12/6/2022,MALL_OF_ISTANBUL,16.26,650.56
I191524,C659390,Male,64,Technology,1,1050,Debit_Card,1/6/2022,MALL_OF_ISTANBUL,105.0,1050.0
I181739,C249493,Female,47,Shoes,5,3000.85,Cash,17/09/2021,METROCITY,300.09,15004.25
I746129,C108827,Female,32,Food & Beverage,2,10.46,Credit_Card,12/2/2021,MALL_OF_ISTANBUL,1.05,20.92
I311255,C551731,Female,20,Cosmetics,1,40.66,Debit_Card,12/1/2022,METROCITY,4.07,40.66
I166558,C211474,Female,33,Souvenir,3,35.19,Debit_Card,18/04/2021,METROPOL_AVM,3.52,105.57
I520430,C203569,Male,60,Food & Beverage,4,20.92,Cash,25/05/2021,KANYON,2.09,83.68
I221971,C238123,Male,62,Food & Beverage,5,26.15,Credit_Card,9/1/2023,ISTINYE_PARK,2.62,130.75
I230216,C457464,Male,56,Technology,1,1050,Cash,16/12/2022,MALL_OF_ISTANBUL,105.0,1050.0
I375741,C276583,Female,47,Cosmetics,2,81.32,Credit_Card,27/04/2021,KANYON,8.13,162.64
I634220,C222485,Male,47,Technology,2,2100,Cash,11/7/2022,ISTINYE_PARK,210.0,4200.0
I166360,C221735,Male,39,Clothing,1,300.08,Cash,5/12/2022,VIAPORT_OUTLET,30.01,300.08
I712148,C172456,Female,54,Toys,3,107.52,Cash,12/9/2022,KANYON,10.75,322.56
I323245,C200528,Male,34,Food & Beverage,2,10.46,Credit_Card,27/02/2023,KANYON,1.05,20.92
I143510,C265959,Female,25,Clothing,4,1200.32,Credit_Card,14/09/2022,ISTINYE_PARK,120.03,4801.28
I186590,C272420,Female,56,Food & Beverage,2,10.46,Debit_Card,7/2/2021,EMAAR_SQUARE_MALL,1.05,20.92
I219609,C272699,Female,39,Shoes,4,2400.68,Cash,10/5/2021,METROPOL_AVM,240.07,9602.72
I467110,C291037,Female,37,Food & Beverage,5,26.15,Credit_Card,22/10/2022,METROPOL_AVM,2.62,130.75
I119757,C314810,Male,48,Clothing,3,900.24,Credit_Card,13/06/2021,METROPOL_AVM,90.02,2700.7200000000003
I207697,C153890,Female,44,Cosmetics,3,121.98,Cash,22/05/2021,EMAAR_SQUARE_MALL,12.2,365.94
I140431,C209066,Female,44,Clothing,3,900.24,Credit_Card,12/5/2022,FORUM_ISTANBUL,90.02,2700.7200000000003
I183314,C489494,Female,53,Shoes,2,1200.34,Cash,18/12/2022,METROCITY,120.03,2400.68
I307609,C336135,Female,39,Technology,1,1050,Credit_Card,30/07/2022,METROCITY,105.0,1050.0
I290644,C253728,Male,48,Cosmetics,4,162.64,Cash,2/9/2022,METROPOL_AVM,16.26,650.56
I292467,C110182,Female,60,Clothing,4,1200.32,Cash,9/3/2022,ISTINYE_PARK,120.03,4801.28
I586063,C685458,Female,32,Cosmetics,5,203.3,Debit_Card,21/11/2022,MALL_OF_ISTANBUL,20.33,1016.5
I164194,C210838,Female,42,Souvenir,5,58.65,Debit_Card,22/02/2023,FORUM_ISTANBUL,5.87,293.25
I217905,C182522,Female,54,Food & Beverage,5,26.15,Cash,21/11/2022,METROPOL_AVM,2.62,130.75
I312785,C286984,Female,33,Clothing,3,900.24,Debit_Card,21/07/2022,VIAPORT_OUTLET,90.02,2700.7200000000003
I123937,C209694,Male,26,Food & Beverage,4,20.92,Cash,28/02/2022,FORUM_ISTANBUL,2.09,83.68
I180687,C304409,Male,34,Toys,1,35.84,Cash,26/05/2021,METROCITY,3.58,35.84
I330046,C303954,Female,64,Technology,5,5250,Credit_Card,21/01/2021,EMAAR_SQUARE_MALL,525.0,26250.0
I529133,C167481,Female,45,Clothing,3,900.24,Credit_Card,7/1/2023,METROCITY,90.02,2700.7200000000003
I794891,C812079,Male,48,Food & Beverage,2,10.46,Debit_Card,11/6/2021,MALL_OF_ISTANBUL,1.05,20.92
I554381,C328804,Male,19,Books,4,60.6,Cash,31/01/2022,METROPOL_AVM,6.06,242.4
I252969,C847069,Female,52,Clothing,2,600.16,Credit_Card,16/07/2021,CEVAHIR_AVM,60.02,1200.32
I424696,C507718,Male,63,Clothing,3,900.24,Credit_Card,14/11/2022,METROCITY,90.02,2700.7200000000003
I231727,C303765,Female,29,Toys,4,143.36,Debit_Card,7/3/2022,MALL_OF_ISTANBUL,14.34,573.44
I123858,C254657,Female,52,Clothing,2,600.16,Cash,15/11/2022,FORUM_ISTANBUL,60.02,1200.32
I195805,C442392,Female,62,Clothing,5,1500.4,Credit_Card,16/02/2022,VIAPORT_OUTLET,150.04,7502.0
I329817,C217100,Female,37,Shoes,4,2400.68,Credit_Card,17/06/2021,FORUM_ISTANBUL,240.07,9602.72
I286367,C589579,Male,35,Technology,3,3150,Cash,2/1/2023,KANYON,315.0,9450.0
I150631,C193117,Female,26,Clothing,5,1500.4,Credit_Card,18/02/2023,METROCITY,150.04,7502.0
